Tweet	Task A 	Task B	Task C
Former EPA administrators blast Trump admin on science, regulation rollbacks #Resist #ResistTrump #FuckTrump https://t.co/HDU0rg7BcS	NOT	NONE	NONE
@stupideridjit I remember when they were no hawks around or foxes or eagles but I saw for my own eyes working out there when Obama started regulating the environment, these majestic creatures came back full force #fucktrump	NOT	NONE	NONE
@TheRealOJ32 @KrisJenner Because this is what everyone needed you to put to rest. Thanks for the clarification OJ. #murderer #gimmeabreak #theglovedidfitbeforethebloodshrankit	NOT	NONE	NONE
India won the toss and Bat first.... #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeepTheGloves #INDvAUS #INDvsAUS https://t.co/419O67dBi4	NOT	NONE	NONE
#DoctorsFightBack | Understand the Doctor-Patient relationship. We don't differ treatment for any community. We have a charter of a few demands. If the demands are met, we'll call it off in 5 mins: Dr Priyanshu Sr Resident representative, Resident Doctors Association, AIIMS	NOT	NONE	NONE
@BCCI If there will be no Ind vs pak then we will not watch world cup   #boycottworldcup   #ShameOnICC	NOT	NONE	NONE
https://t.co/mN9i1OwGg1 They should have got #MrBlobby to take his place. He talks about as much sense as #BorisJohnson does. #BorisJohnsonShouldNotBePM	NOT	NONE	NONE
Hey @ICC @ICCMediaComms ! Love from India. 🇮🇳 C.c @PMOIndia @adgpi @msdhoni @DefenceMinIndia @majorgauravarya @MajorPoonia @GeneralBakshi @sudhirchaudhary @dna @BCCI #DhoniKeepsTheGlove #BalidaanBadge #DhoniKeSaathDesh #BalidanBadge https://t.co/gZh0j3BBbr	NOT	NONE	NONE
#DhoniKeepsTheGlove my complete support to Dhoni	NOT	NONE	NONE
@realDonaldTrump #Hashtag #DelusionalDonald #TrumpsAnInternationalDisgrace #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsAFraud #TrumpIsTheEnemyOfThePeople #TrumpIsANationalSecurityThreat #TrumpLiesEveryTimeHeSpeaks hereby #WorstPresidentEver #TrumpTantrum #ResignOrBeImpeached #FathersDay2019 🤢 https://t.co/KPm0hx610B	NOT	NONE	NONE
@realDonaldTrump The video starts out very appropriate! Trump IS A CARTOON! 🤡 Trump won because he was INSTALLED BY PUTIN &amp; has been defending Putin, and other MURDEROUS DICTATORS ever since! #TrumpIsATraitor #NotMyPresident https://t.co/XpRSILRSHZ	HOF	OFFN	TIN
⚡️“IMA Scam: Who is Md Mansoor Khan? The Fraudster behind IMA Ponzi Scam” ⚡️    #IMAScam #IMAFraud #MansoorKhan #Bengaluru #PonziScheme    https://t.co/EIjWs833kx	HOF	OFFN	TIN
America is now in the unthinkable position that @POTUS is a #NationalSecurityThreat 🇺🇸🆘🇺🇸🆘🇺🇸🆘🇺🇸🆘🇺🇸🆘🇺🇸 WHERE ARE YOU, @SenateGOP ⁉️ #TrumpCriminalInvestigations #TrumpIsATraitor #TrumpRussia https://t.co/Cn30XHATIF	NOT	NONE	NONE
Fact check: Trump's FBI claims on Schiff and Warner don't hold up #Resist #ResistTrump #FuckTrump https://t.co/N0khzgcXvq	NOT	NONE	NONE
@FootballPoll2 @ESPNcricinfo @ICC Oh really but @icc can covered the ground right . Btw #shameonicc know the weather of england before they annaunced #iccwc2019 understand ! Thats it #viratkohli #teamindia	NOT	NONE	NONE
The uniforms of all countries are somehow connected to the Nation and it must be and same love and salutes express this symbol so. #DhoniKeepsTheGlove	NOT	NONE	NONE
If we desire respect for the law, we must first make the law respectable. #DoctorsFightBack	NOT	NONE	NONE
Happy PRIDE Month   ✌️❤️🏳️‍🌈    #Pride2019 #LGBTQtogether #LGBTQ #GayPrideMonth #EqualityAct #NeverTrump #ImpeachDonaldTrumpNOW #fucktrump #firegop	NOT	NONE	NONE
@simontruetory @ToriesVsBrexit It would be irresponsible for Tory MPs to opt for #BorisJohnsonShouldNotBePM, perhaps even more irresponsible than holding a 50% threshold referendum. For the Country’s and Party’s sake please go for @RoryStewartUK!	NOT	NONE	NONE
#BorisJohnsonShouldNotBePM please RT!	NOT	NONE	NONE
#DhoniKeepsTheGlove ,Indian Senior Cricketer r taking everything for granted.  They should respect the LAWS of the Game.  Remove ur gloves.	NOT	NONE	NONE
Kid on a bike cycling down the road towards me, decides to try show off by taking his cap off, twirling it and catching it. Only he dropped it and fell off his bike a foot away from me. #Dickhead.	NOT	NONE	NONE
Monday vibes! #MondayMood #mondayvibes #RESIST #ResistTrump #FuckTrump #BlueWave2020 #WomensRightsAreHumanRights https://t.co/2q0Uo0mLv2	NOT	NONE	NONE
The #narcissists have a new king. #OJSimpson #OJSimpsonIsAMurderer #narcissism #delusional #murderer	NOT	NONE	NONE
.@drharshvardhan Sur .. make central govt rule. Why passing on responsibility? @IndianMedAssn #DoctorsProtest #DoctorsFightBack https://t.co/YgPsTEoRNM	NOT	NONE	NONE
Now the players need to learn swimming.. Near era of commentary would be like -' that was a fast swim between the wickets '.🤣🤣🤣🤣 #ShameOnICC	NOT	NONE	NONE
Dear @ICC too much hypocrisy Humble request to fellow Indian Supporters who is going to watch upcoming matches in stadium take #BalidaanBadge insignia with you especially #IndvPak match held on16th June. #DhoniKeepsTheGlove #CWC19 #bycotticc	NOT	NONE	NONE
@DCPNorthBCP  @DCPSEBCP  @DCPSouthBCP @DCPSEBCP  Dear IPS team,  Look at this video how police dept also helpless under the hands of politicians. If you have to work like this why IPS? #DreamZGKfraud   and #TGSFraud now #IMAfraud   https://t.co/KtywargcQe	NOT	NONE	NONE
Sunday is getting more hotter now !  All the best champ @imVkohli  Few hours to go 🤩 #INDvAUS  #DhoniKeepsTheGlove	NOT	NONE	NONE
@DevinCow @TheRealOJ32 Blocked him. #MURDERER	NOT	NONE	NONE
I love this place @industrialeats #FuckTrump https://t.co/2Lxye53iVB	NOT	NONE	NONE
.@AfridaRahmanAli: Thousands of spectators who have flocked to England from various parts of the globe have been severe disappointment. At this rate, is it even a fair game anymore? #ICCWorldCup #ShameOnICC https://t.co/kDP6mYi9LR	NOT	NONE	NONE
I think @ICC should focus on uphelding sports man sprit  rather than @msdhoni gloves. @BCCI #supportdhoni  #DhoniKeepsTheGlove	NOT	NONE	NONE
@mademarest Until this goes into circulation, and it will t-minus-t, I'm using a stamp I found on Etsy. Cuz #fucktrump	NOT	NONE	NONE
@realDonaldTrump @FoxNews No we still want you impeached, just because I didnt show up to rally! #idiottrump #lyingtrump #trumpiscompromised #delusionaldon	NOT	NONE	NONE
World Cup#Umpiring these days #ShameOnICC https://t.co/zAMTjWh8H6	NOT	NONE	NONE
@bhogleharsha @cricbuzz Both captains out on the field for the toss. Lands on heads. The Captain decides to swim first. #ICCWorldCup2019 #ShameOnICC #CricketWorldCup	NOT	NONE	NONE
ICC didn't give the permission to Dhoni to wear the glove with the Balidaan badge. We all know what happens when people mess with Kohli. Now, we'll see what happens when you mess with Dhoni.  #DhoniKeepsTheGlove #WorldCup   Remember this tweet.	NOT	NONE	NONE
#DonTheCon to @GStephanopoulos: : 'I don't think in my whole life I've ever called the @FBI.' Well, DUH!! Show me a #MobBoss who has. 🙄 #DonTheDon #TrumpCrimeFamily #TrumpIsACriminal #TrumpIsATraitor #TrumpIsADisgrace	NOT	NONE	NONE
I’m pretty sure that when I lose the 2020 election, I’m not leaving the White House without thrashing the joint like a Guns N’ Roses band member. #HeIsNotLeaving #FuckinFuckThisGuy #FUCKTRUMP	NOT	NONE	NONE
#ShameOnICC @ICC You guys are more concerned about @msdhoni gloves or Michael Holding's commentary on umpires.	NOT	NONE	NONE
@ImRaina @msdhoni As said by @ImRaina sir but trollers won’t understand everytime they need some or the other point to troll and being patriotic is not crime nor it is breaching rules of @ICC still msd is asked to remove glove and pakistan as usual like cowherds #DhoniKeepsTheGlove @msdhoni my god	NOT	NONE	NONE
How Do This Pakistanis Are Expecting To Win With Such A Team Which Has 0 Consistency 1 Min Up 1 Min Down Against India 🇮🇳 They Are Going To Badly Defeated Like Always #SAMIIBRAHIM #PakvsInd #FawadChaudhry #HinduSamarajyaDiwas #DoctorsFightBack #BoycottBankAlFalah	NOT	NONE	NONE
#DhoniKeepsTheGlove Dhoni just love India and for the pride of our beloved Nation Dhoni should keep wearing the glove with the balidan logo....	NOT	NONE	NONE
@poplife @ewarren @KamalaHarris Sooooo cool! I'm feelin your excitement!!!! #MoreWomenInOffice #Warren2020 #Harris2020 #DreamTeam2020 #WomensRightsAreHumanRights #FuckTrump	NOT	NONE	NONE
@NYPDONeill well you certainly didn’t come off like a total asshole live on TV. 🤦🏻‍♂️ Way to go taking your Superiority Complex to the podium &amp; rabidly doling it out on unsuspecting journalists... to whom the only valid use of the phrase “Just doing my job” belongs to. #douchebag	HOF	HATE	TIN
@AndrewWilliamP7 @Feroxbill1 @Harry76050237 Oh a bit of a smart ar*e Andrew... if I were you I’d check who started the thread &amp; who jumped on to it...that way you won’t make as big an ar*ehole of yourself as you normally do!!!  Save you looking...I started this thread!!!  #DickHead	HOF	HATE	TIN
@HMOIndia @AmitShah @MoHFW_INDIA should take necessary action to stop #HumanRightsViolations happening in West Bengal #isupportdoctors #DoctorsProtest #DoctorsFightBack #DoctorsStrike	NOT	NONE	NONE
@mipaltan None other than our HITMAN RO-HIT SHARMA @ImRo45 BY THE WAY #ShameOnICC	NOT	NONE	NONE
#SaturdayThoughts #SaturdayMotivation #Savethedoctors #MamtaBanerjee #mamtalosingcontrol #WestBengal #BengalDoctorsStrike #BengalViolence #DoctorsProtest #DoctorsFightBack #DoctorsUnderOppression #doctor #jokes #TEHC (Credits: @Kulkarnium ) https://t.co/pqEpZbDlM5	NOT	NONE	NONE
@surnell @muraliks_11 @BCCI @ICC Yep...How can it violate those three regulations...  #DhoniKeepsTheGlove	NOT	NONE	NONE
You can remove Soldier from Army but can't remove Army from within Soldier. @msdhoni @BCCI @ICC #DhoniKeepsTheGlove https://t.co/Xn3sH7Qlrz	NOT	NONE	NONE
Be an hindu or muslim and anyone else... A #rapist should be punished without delays. There must be no room to discuss to defend these issues #indianfirst	NOT	NONE	NONE
Those purebreds on social media advising that Dhoni should get the Insignia logo tattooed on his arm - calm down &amp; pls practice yoga going forward- if he wanted it that way he’d have done that to begin with.     He knows what’s right.     #DhoniKeepsTheGlove   #DhoniKeepTheGlove	NOT	NONE	NONE
@kylegriffin1 #ExtinctTheGOP The #GOP DOES NOT work for 'WE THE PEOPLE' (American Citizens). The #GOP DOES NOT uphold their Oath of Office! #GOPTraitors #GOPTreason @RepChrisStewart #TREASONOUS #TrumpIsATraitor #ImpeachTrumpNow	NOT	NONE	NONE
@realDonaldTrump Too bad he didn’t want you there. Oh yeah, because you are an asshole! #TrumpResignNow #TrumpIsATraitor #TrumpsAnInternationalDisgrace https://t.co/klGq4nHOhY	HOF	HATE	TIN
🔴 ⚪ 🔵 🔴 ⚪ 🔵 🔴 #billclinton clintonfoundation hillaryclinton @barackobama #rapist #murderers #nypost #pedogate #clintoncrimes #nola #nytimes #clintonbodycount #washingtonpost #USA #America #qanon #KAG2020 #anonymous… https://t.co/YHTsiB1LJv	NOT	NONE	NONE
This is sad and disgusting and I can't take it anymore. :'( #FuckTrump https://t.co/qjYvH1Rfp6	NOT	NONE	NONE
Nothing else matters #IstandwithNRS #DoctorsStrike #DoctorsFightBack #DoctorsUnderOppression #doctors_against_assualt https://t.co/t2Sp9NBuyY	NOT	NONE	NONE
@clevelanddotcom #ImpeachTrumpNow #ImpeachmentInquiryNow #fucktrump #TraitorTrump #RussianAsset #GOPTraitors #NationalJohnMcCainDay #NationalSecurity threat #CriminalInChief #ImpeachTheMFTraitor	NOT	NONE	NONE
Spotted outside Trump World Tower  #notmypresident #dumptrump #fucktrump #midtowneast #dachshund @ Trump World Tower https://t.co/eVW8fsQA6H	NOT	NONE	NONE
A 70-year-old alleged #rapist John Nomeh is among the 26 awaiting trial inmates of the Abakaliki prisons freed by the Chief Judge of Ebonyi on Monday in Abakaliki. Read: https://t.co/vr5Xl1VLEu Alleged rapists should not be eligible for such acts of clemency. #rape	NOT	NONE	NONE
Mr Johnson as Mayor of London. And this man could be our Prime Minister. #BorisJohnsonShouldNotBePM #ToryLeadershipElection https://t.co/Oltd7JC4EG	NOT	NONE	NONE
#UnfairLaw against Men : Aditya Pancholi approaches police, says afraid of 'fake' rape case by Kangana Ranaut https://t.co/9ALiZhZ4PS Today any women can term any Men #Rapist , even can claim it happened 30 yrs back! No evidence , no medical, her verbal word enough. #SpeakUpMan	NOT	NONE	NONE
*enter sarcasm* They don't need evidence to prove anything! If they said it it's true and anyone who expects proof is part of the fake news media. 🤬🤬🤬🤬 #ThursdayThoughts #ImpeachTrumpNow #TrumpisaTraitor #FuckTrump https://t.co/78kDKRQvK4	NOT	NONE	NONE
ICC turns down #BCCI's request to allow @msdhoni to continue wearing the army insignia on his wicket-keeping gloves; ICC says regulations for ICC events do not permit any individual message or logo to be displayed on any items of clothing or equipment.   #DhoniKeepsTheGlove https://t.co/v1HM0rsNOl	NOT	NONE	NONE
Happy John McCain Day!!! #JohnMcCain #BetterThanTrump #WarHero #FuckTrump	NOT	NONE	NONE
The #Murderer Was Full of #Hate. But Did He Commit a Hate #Crime? https://t.co/MOftSbAR4w	NOT	NONE	NONE
#Savethedoctors #SAVEDOCTORS #DoctorsFightBack #doctors_against_assault #DoctorStrike . We deserve respect not arrogance. https://t.co/VdUAQmn2XA	NOT	NONE	NONE
@GableSteveson I hope u get gang banged if prison have a nice life thank god I didn’t get a picture with u #rapist	HOF	OFFN	TIN
@ICC Should change the venue for semifinal and finals #ICCCWC2019 #CWC19 #INDvNZ #ShameOnICC	NOT	NONE	NONE
Day 2 ...The Protest Continues !! #SaveTheSaviour #SaveBengal #SaveOurDoctors #DoctorsFightBack #DoctorsProtest https://t.co/pZX5NFoc2b	NOT	NONE	NONE
We all know the story of the Ant &amp; the Grasshopper. What are you?     Call 80074 80300 to book an appointment with a SEBI Registered Investment Advisor now!     #INDvsNZ #ENGvWI #ShameOnICC https://t.co/UBJuMxeHgP	NOT	NONE	NONE
Earlier the #Bengal is known for #tagore #raman #bose #dada #rashgulla but now 'one' is ruining the whole of it. #DoctorsFightBack #DoctorsProtest #suffering is again only for commons, let them go back on their conditions!!!!	NOT	NONE	NONE
THE 7 BIGGEST FAILURES OF TRUMPONOMICS... #Resist #ResistTrump #FuckTrump https://t.co/AgimFUzDCn	NOT	NONE	NONE
Once again, you're an idiot an imbecile and a liar. You know nothing about the Constitution, you worthless colluder with foreign adversary. #FuckTrump #ImpeachTrumpPence https://t.co/qewwRRRyce	HOF	OFFN	TIN
#DoctorsFightBack in Bengal Vs #LeecheeFightBack in Bihar. When people will get the proper quality medical services without reservations? Surely a Curse now blaming leeches today n mangoes Tommorrow in fighting	NOT	NONE	NONE
#DhoniKeepsTheGlove if having the army Insignia is political issue and not an Indian military respect then #sheldonCottrell should also be banned from his army celebration what, say #ICCWorldCup2019	NOT	NONE	NONE
@Banks want to explain yourself? @AlissaViolet @FaZeClan @FaZeApex @FaZeBlaze @FaZeAdapt @JohnScarce @FaZe_Rain #TrumpSupporter #fucktrump https://t.co/fl2jaY7m92	NOT	NONE	NONE
Focus on umpiring issues @ICC  rather than @msdhoni I support dhoni ji.   #DhoniKeepsTheGlove #MSDHONI	NOT	NONE	NONE
#nopoliticswithdoctors #DoctorsFightBack Need urgent intervention frm the newly formed gov. to take some necessary &amp; fruitful steps in order to bring life of the state back to normal.	NOT	NONE	NONE
Blackmailing our professors and parents won't stop us from asking for what belongs to us  #DoctorsUnderOppression  #DoctorsFightBack  #doctorsUderPression  #help	NOT	NONE	NONE
This is a ploy to get us into another senseless war. The trump administration is making up fake evidence and framing Iran. That’s why Kushner was talking to Saudi Arabia so much. #BoltonIsBehindIt #TrumpIsATraitor #ImpeachDonaldTrumpNOW #TrumpCrimeSyndicate https://t.co/qRzyVNX4Jv	NOT	NONE	NONE
@realDonaldTrump @VP #fucktrump Take Nixon, add sexual assault, add misogyny, add pedophilia, add bigotry, add homophobia, add hatred, add racism, add fascism, add despotism, add nepotism, add treason, add climate denial, add Twitter, subtract 50 IQ points, and you have Trump today.	HOF	OFFN	TIN
